Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1004;1977;Above_Average;CBlock;975;BrkFace;10530;2;135000
1210;1975;Above_Average;CBlock;1128;BrkFace;11080;2;148000
1959;1988;Good;CBlock;1907;BrkFace;11070;3;171000
2519;1989;Good;PConc;1210;BrkFace;26178;2;335000
1295;1986;Good;CBlock;0;None;8239;1;230000
1650;1958;Above_Average;CBlock;1632;None;50102;2;250764
1707;1981;Very_Good;CBlock;1686;BrkFace;16669;2;228000
1137;1987;Above_Average;CBlock;1112;BrkFace;13811;2;176000
1339;1990;Good;CBlock;1309;BrkFace;8049;2;180000
2514;1990;Good;Wood;1216;None;11170;2;250000
1403;2000;Above_Average;Wood;1381;None;8098;2;202000
1800;2002;Very_Good;PConc;1800;BrkFace;14331;3;312500
1960;2005;Very_Good;PConc;1728;Stone;13618;3;320000
2028;2005;Very_Good;PConc;1868;BrkFace;11443;3;369900
1838;2005;Excellent;PConc;1838;BrkFace;11577;3;359900
1600;1951;Very_Poor;CBlock;0;None;31250;1;81500
1368;1997;Good;PConc;1288;BrkFace;7020;4;215000
1216;1998;Above_Average;PConc;1216;BrkFace;4500;2;164000
1337;1998;Above_Average;PConc;1237;BrkFace;4500;2;153500
1140;2006;Average;PConc;1140;None;17217;0;84500
1304;1977;Average;PConc;264;None;2665;1;104500
1475;1977;Average;PConc;757;None;2665;1;127000
2521;1973;Above_Average;CBlock;942;None;3964;2;151400
874;1968;Average;CBlock;864;None;10172;1;126500
1652;1970;Average;CBlock;1652;None;11836;3;146500
630;1970;Below_Average;CBlock;630;None;1470;0;73000
1092;1972;Below_Average;CBlock;546;None;1484;1;79400
1360;1969;Average;PConc;1104;BrkFace;13384;1;140000
630;1970;Average;CBlock;630;None;1533;0;92000
1092;1970;Below_Average;CBlock;546;None;1533;1;87550
1092;1970;Below_Average;CBlock;546;None;1526;0;79500
1092;1970;Below_Average;CBlock;546;None;1936;0;90500
1092;1970;Below_Average;CBlock;546;None;1894;1;71000
1728;1976;Above_Average;CBlock;1728;None;12640;2;150900
1728;1976;Average;CBlock;1728;None;9297;2;188000
1126;1977;Average;CBlock;1126;None;17400;2;160000
1224;1960;Average;CBlock;1224;None;20000;2;131000
1003;1984;Above_Average;CBlock;1003;None;7937;2;142500
902;1983;Average;CBlock;864;None;8885;2;131000
970;1992;Average;PConc;912;None;10441;0;132000
1389;1974;Average;CBlock;1389;None;10010;2;170000
2000;1993;Good;PConc;996;BrkFace;9627;3;188000
